tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,tanggal_menjadi_anggota
1951,Doktor,Menikah,106102000,0,0,39,0,22253,0,2023,1,3,6,0,8/11/2013
1961,Sarjana,Sendiri,166520381,,0,76,106383,1900094,109385,195773,0,4,11,0,
1969,Sarjana,Rencana Menikah,,0,0,27,13954,,36103,41933,2,1,,0,
1953,Sarjana,Rencana Menikah,,0,0,51,212071,524650,143535,128131,3,8,9,0,
1993,SMP,Menikah,51296000,0,0,0,74851,32368,50575,123403,,4,3,0,12/26/2012
1993,SMA,Sendiri,179403786,0,0,76,174358,1215008,137608,211665,2,5,9,0,
1982,SMA,Rencana Menikah,107184679,0,1,56,30345,553169,47315,261548,1,4,8,0,
1975,Magister,Menikah,155173428,,0,72,,194952,9142,26657,2,,11,0,
1977,SMP,Sendiri,51969839,1,0,35,,21715,37742,11141,1,1,1,0,
1955,Sarjana,Rencana Menikah,129606631,0,0,32,,364409,,28064,2,9,12,0,
1971,Sarjana,Rencana Menikah,71224000,1,2,36,12138,70805,20230,6069,5,3,6,0,8/25/2012
1958,5,Sendiri,64570844,1,1,7,4810,6113,4359,7597,3,1,4,0,
1971,Magister,Rencana Menikah,117598965,0,,61,13528,112382,38111,32449,1,3,10,0,
1957,Sarjana,Rencana Menikah,136954388,0,1,47,27142,244458,17702,0,3,8,7,0,
1973,Sarjana,Sendiri,143849297,0,0,50,149501,859046,94741,169112,1,3,10,0,
1965,Doktor,Menikah,61353363,1,1,23,738,8762,2148,3614,0,4,0,0,
1974,Sarjana,Rencana Menikah,81124005,1,0,37,19534,171449,13075,25656,4,6,2,0,
1954,Magister,Menikah,139672000,0,1,34,64736,453152,252875,,1,7,6,0,12/17/2013
1964,Doktor,Cerai,,,0,,,16184,12138,6069,0,0,1,0,12/22/2013
1966,Magister,Rencana Menikah,124519017,,1,79,84710,578262,102083,58366,2,9,6,0,
1977,Sarjana,Rencana Menikah,72615416,0,0,21,13869,74839,8668,,7,,4,0,
1955,Sarjana,Sendiri,169064762,0,0,17,143392,1143038,185646,92915,1,6,11,0,
1973,Sarjana,,46920000,1,0,11,12138,,26299,4046,4,1,2,0,6/7/2013
1980,Sarjana,Menikah,164341000,0,1,,155771,1088374,171955,352002,2,6,5,0,4/29/2013
1979,Magister,Menikah,89626000,1,0,17,24276,254898,58667,18207,7,6,10,0,5/30/2014
1960,Sarjana,Rencana Menikah,137829000,0,1,21,12138,133518,74851,60690,2,10,5,0,9/14/2013
1970,Doktor,Menikah,117543345,0,1,,3401,,0,6803,2,3,9,0,
1962,Doktor,Menikah,113653006,0,1,67,13677,433093,64020,62067,7,5,7,,
1952,Sarjana,Rencana Menikah,79582000,0,1,,6069,173978,16184,12138,1,4,7,0,10/21/2013
1956,Sarjana,Sendiri,138312696,0,0,32,,1019605,,141184,2,2,5,,
1962,Doktor,Cerai,98373000,0,1,97,6069,44506,8092,0,5,4,9,,10/1/2012
1985,Doktor,Sendiri,83212897,1,0,37,4280,97858,2140,4163,2,1,1,0,
1954,Sarjana,Cerai,141111000,0,1,47,6069,513842,303450,32368,4,10,7,0,2/15/2013
1952,Magister,Rencana Menikah,135141439,0,1,73,9099,112669,10918,8092,3,4,6,0,
1969,Doktor,Cerai,69945000,1,0,39,0,10115,18207,14161,3,2,2,0,6/26/2014
1980,Sarjana,Rencana Menikah,164994978,0,0,25,360787,1408068,267707,115316,0,2,8,0,
1970,,,157222222,0,0,75,45793,789578,88534,72331,2,3,5,0,
1953,Sarjana,Menikah,109446982,0,0,14,50907,239044,70906,15023,3,7,5,0,
1960,Sarjana,Menikah,82608533,1,,56,10115,273251,114,41978,8,,4,0,
1979,SMA,Menikah,48107551,1,0,39,10078,26225,18746,4046,2,0,3,0,
1949,SMA,Menikah,134601061,0,0,3,88890,283617,26953,41465,2,8,7,0,
1957,,Rencana Menikah,,0,1,31,18207,394485,38437,56644,5,8,12,0,9/19/2012
1973,Doktor,Sendiri,79188703,1,0,20,6323,12502,3227,0,3,,3,0,
1988,Sarjana,Sendiri,176788459,0,0,3,,1381733,,88880,2,3,9,0,
1976,Magister,Menikah,144001383,0,0,72,73628,494497,56243,,2,4,8,0,
1970,Sarjana,Menikah,153671484,0,0,37,80785,525498,206526,,0,8,11,0,
1952,,Rencana Menikah,105873539,0,0,52,13503,165245,28220,2579,6,9,4,0,
1974,Sarjana,Menikah,61454000,1,0,71,18207,48552,0,14161,0,4,0,0,
1960,Doktor,Menikah,116991184,0,1,83,15486,195080,14323,11638,3,8,6,0,
1956,Sarjana,Rencana Menikah,110240419,0,1,66,35055,250822,21656,0,6,9,8,0,
1979,Sarjana,Sendiri,138521083,0,0,22,29533,944120,311253,129886,0,2,5,0,
1980,Sarjana,Sendiri,,1,1,59,4046,20230,0,6069,0,2,2,0,
1973,Sarjana,Menikah,69669000,1,1,32,4046,32368,8092,10115,3,4,4,0,1/21/2014
1974,Sarjana,Rencana Menikah,165442872,0,0,17,155350,,92673,65654,0,6,10,0,
1965,Magister,Rencana Menikah,125802890,0,0,88,24968,507274,73294,69267,,5,8,0,
1971,Magister,Rencana Menikah,165582089,0,0,70,261908,1550501,117034,128264,0,6,8,0,
1956,,Sendiri,124269620,0,0,78,27775,166531,32628,7415,,10,8,0,
1961,Sarjana,Cerai,72778397,1,1,20,2675,10700,8092,10081,1,0,3,0,
1974,Magister,Cerai,110813000,1,1,4,20230,283220,24276,10115,9,5,7,0,9/2/2013
1967,Doktor,Sendiri,140460000,0,0,35,42483,1029707,32368,68782,4,2,4,0,10/29/2013
1973,Magister,Rencana Menikah,71872753,1,0,23,33528,55995,8651,4734,3,3,3,0,
1985,Sarjana,Rencana Menikah,81418000,1,0,93,4046,6069,8092,0,0,0,5,0,8/15/2013
1968,Doktor,Menikah,166156000,0,0,18,32368,926534,315588,295358,3,0,15,0,9/11/2013
1985,Magister,Menikah,56602000,1,0,64,0,,6069,0,2,4,1,0,4/6/2013
1964,Sarjana,Rencana Menikah,149619527,0,0,,151365,921012,317895,330534,1,5,8,0,
1953,Sarjana,Menikah,140959411,0,0,74,47298,431878,51511,53018,1,6,11,0,
1977,Sarjana,Rencana Menikah,116027000,0,0,48,216461,479451,483497,358071,1,8,6,0,12/3/2012
1960,Doktor,Menikah,69496096,1,0,54,0,55521,14079,4529,3,3,,0,
1978,SMA,Cerai,138833000,0,1,27,52598,287266,109242,38437,0,2,10,0,9/30/2012
1956,Sarjana,Rencana Menikah,94509000,0,1,17,44506,,,34391,5,5,9,0,7/31/2013
1979,SMA,Rencana Menikah,192777694,0,0,8,46834,436304,138739,162311,0,6,7,0,
1956,Sarjana,Sendiri,138402318,0,0,33,83312,1018041,189854,136831,2,2,4,0,
1982,SMP,Rencana Menikah,17450668,0,0,,36414,25921,18557,40999,2,3,3,0,
1952,Magister,Sendiri,108909697,0,1,20,2637,76317,1527,0,8,8,7,0,
1961,Sarjana,Sendiri,106007387,0,1,70,2023,19550,0,5626,0,0,1,0,
1970,SMA,Rencana Menikah,78456742,1,0,87,8659,30166,11481,9174,0,0,3,0,
1959,Sarjana,Rencana Menikah,89651156,0,1,93,3746,63016,2809,1873,2,5,3,0,
1949,Doktor,Rencana Menikah,11121000,1,1,62,0,20230,10115,8092,3,0,0,0,3/11/2014
1956,Sarjana,Menikah,143463000,0,1,67,157794,740418,103173,48552,2,9,6,0,7/29/2012
1967,,Menikah,128273000,0,1,28,0,214438,48552,22253,1,9,9,0,7/31/2013
1956,Sarjana,Cerai,97176733,0,1,45,8486,179335,18394,34732,3,9,7,0,
1955,Sarjana,Rencana Menikah,132507177,,2,19,23578,225061,,14865,3,5,11,0,
1947,Doktor,Sendiri,94343000,0,0,8,42483,50575,,24276,1,4,2,0,5/28/2014
1983,Sarjana,Rencana Menikah,62396000,1,0,62,6069,66759,14161,12138,2,1,4,0,8/20/2012
1976,Sarjana,Rencana Menikah,54562979,1,0,50,12098,42404,,3014,1,3,2,0,
1975,Magister,Menikah,143602378,0,0,29,27791,616969,148403,85496,3,9,12,0,
1953,Doktor,Sendiri,105817777,1,1,53,3576,146764,14306,0,8,9,4,0,
1958,,Sendiri,104646000,1,1,40,0,18207,0,0,3,1,4,0,5/28/2014
1972,Sarjana,Cerai,125681761,0,,13,52380,146678,20296,267,12,6,5,0,
1965,Sarjana,Menikah,114559000,1,1,14,0,66759,10115,0,8,3,8,0,
1992,SMA,Sendiri,157899000,0,0,39,99127,1284605,,101150,2,7,7,0,10/13/2012
1958,Sarjana,Rencana Menikah,151012993,0,0,13,183182,1286029,260315,223147,0,6,6,0,
1968,Sarjana,Menikah,102411327,,1,39,8145,84051,18327,9436,,1,2,0,
1987,Doktor,Sendiri,84613852,0,0,25,140332,473604,151318,110890,1,2,11,0,
1974,Sarjana,Rencana Menikah,82183799,1,0,54,,193366,10810,26363,6,7,3,0,
1973,Magister,Sendiri,139914302,0,0,29,31120,994423,130443,85526,2,2,4,0,
1973,Doktor,Rencana Menikah,171014909,0,0,79,189937,1166661,164325,84866,0,5,6,0,
1951,Sarjana,Menikah,166176823,0,0,72,42784,1028685,148454,128201,0,10,6,0,
1954,Magister,Menikah,186106000,0,0,20,222530,1321019,501704,303450,0,3,,0,
1948,Magister,Sendiri,108702104,0,1,18,23678,112098,33825,6088,5,8,5,0,
1976,Sarjana,Rencana Menikah,140987509,0,0,46,103474,804364,52420,45224,0,6,5,0,
1962,Magister,Rencana Menikah,79023275,0,1,66,19557,,20665,3131,0,2,0,0,
1960,SMA,Menikah,82790982,0,0,99,81158,13535,,54651,0,4,5,0,
1972,Magister,Rencana Menikah,161612669,0,,63,103579,1340110,320229,182819,2,1,11,0,
1968,Magister,Menikah,117969974,0,1,84,6803,37560,682,12073,0,4,1,0,
1963,Magister,Rencana Menikah,96673075,0,1,65,8741,48959,,0,4,4,6,0,
1962,Doktor,Menikah,169983897,0,,32,62713,803199,106677,121970,0,4,13,0,
1969,Magister,Rencana Menikah,62092188,,0,36,3158,37656,887,13770,2,0,4,0,
1984,Sarjana,Menikah,85093407,1,0,65,16091,155790,1992,40521,,6,6,0,
1958,Sarjana,Menikah,121037252,0,1,,36754,50015,9888,55744,3,3,4,0,
1972,Doktor,Rencana Menikah,62287000,1,0,16,2023,26299,2023,8092,1,2,4,0,3/28/2014
1989,Sarjana,,42553000,1,0,31,30345,30345,14161,30345,5,7,1,0,10/23/2013
1947,Magister,Cerai,,0,1,85,116479,430463,41999,68330,2,12,3,0,
1975,Sarjana,Rencana Menikah,138988554,0,0,,43859,,187879,63277,1,6,6,0,
1952,Sarjana,Rencana Menikah,96713187,0,1,5,17560,443691,55987,90009,4,12,6,0,
1978,Sarjana,Rencana Menikah,,1,0,38,1769,3047373,11887,3795,12,3,0,0,
1958,Sarjana,Rencana Menikah,120659520,0,1,62,113066,502341,240540,,,7,9,0,
1958,Sarjana,Menikah,,0,0,47,43167,593337,277613,59197,3,9,7,0,
1976,Magister,Menikah,97805000,0,1,23,4046,60690,12138,0,0,5,3,0,10/17/2013
1971,SMA,Rencana Menikah,93234792,0,0,82,182080,394760,385034,286234,7,8,4,,
1976,Sarjana,Menikah,56014000,1,0,89,4046,44506,6069,56644,3,0,,0,3/7/2014
1965,SMA,Menikah,65269407,1,0,55,6069,34736,8186,13741,2,1,2,0,
1946,Magister,Sendiri,,0,1,19,34965,135641,49950,8991,,8,5,,
1976,Sarjana,Rencana Menikah,133831907,0,0,3,2769,450446,28638,39307,3,4,9,,
1964,Sarjana,Menikah,153488320,0,0,17,192632,700980,97192,91400,1,9,5,0,
1977,SMA,Sendiri,105942694,0,0,28,70805,382886,75906,56071,4,7,3,0,
1954,Magister,Sendiri,132514000,0,0,84,28322,1456560,416738,2023,3,4,10,0,11/24/2012
1975,Sarjana,Sendiri,79101230,0,0,7,1300,98983,16328,23697,1,3,0,0,
1975,,Menikah,45090000,1,0,6,14161,16184,,8092,3,2,5,0,
1965,Magister,Rencana Menikah,165924032,0,0,94,203750,1639824,34617,136521,0,8,8,0,
1952,Sarjana,Rencana Menikah,124176121,0,0,8,8328,148095,22709,15127,9,4,8,0,
1973,Sarjana,Sendiri,132998942,0,0,56,17662,255060,7353,37310,7,8,6,0,
1984,Sarjana,Rencana Menikah,85125921,1,0,64,16529,149942,2830,,3,5,6,0,
1984,Sarjana,Rencana Menikah,38499000,1,,15,6069,50575,0,8092,3,4,3,0,2/23/2014
1959,Magister,Sendiri,78549604,1,1,30,18714,79157,29971,26873,,1,3,0,
1966,Sarjana,Menikah,135558000,,1,23,26299,,76874,40460,3,3,5,,1/24/2014
1957,Magister,Rencana Menikah,169866185,0,0,58,98996,861722,317514,229496,0,3,11,0,
1961,Sarjana,Menikah,134775759,1,1,78,19532,111497,47363,46830,5,2,5,0,
1984,Magister,,179846869,0,0,74,133063,1522397,147379,300253,1,6,13,0,
1974,,Sendiri,81962743,1,0,94,18655,42488,,6965,2,1,4,0,
1967,Sarjana,Sendiri,93197025,0,0,68,14122,211166,66754,89080,1,7,4,0,
1974,Doktor,Rencana Menikah,142454186,0,0,14,79781,1268104,118293,159982,,,8,0,
1962,Sarjana,Rencana Menikah,110984418,0,,64,6479,41692,4788,2560,4,5,5,0,
1970,Doktor,Menikah,136667000,0,0,76,84966,1215823,194208,113288,0,0,12,0,1/25/2013
1968,,Sendiri,124254177,0,1,74,102293,315460,84811,13770,0,5,9,0,
1944,Sarjana,Rencana Menikah,108630607,0,0,20,47557,161903,67938,12228,2,8,4,0,
1979,,Rencana Menikah,102833428,0,0,36,,196534,61880,39992,2,6,2,0,
1971,Doktor,Menikah,155181000,0,0,69,14161,532049,74851,64736,2,0,6,0,4/8/2014
1981,Doktor,Sendiri,170260269,0,0,78,217846,1478538,104666,158231,0,6,5,0,
1950,Sarjana,Rencana Menikah,109903024,0,0,49,51095,241187,53109,7120,3,9,7,0,
1974,Sarjana,Sendiri,82337042,1,0,20,11497,102632,15206,21275,,4,2,0,
1988,Doktor,Sendiri,131040000,,0,46,34391,623084,42483,109242,2,4,4,0,11/12/2012
1958,Doktor,,95722000,1,1,69,16184,135541,64736,50575,5,3,10,0,10/31/2013
1980,SMP,Rencana Menikah,28429181,1,0,2,6839,25732,10398,12058,0,2,4,0,
1963,,Rencana Menikah,69055147,1,0,48,0,43394,6558,2789,2,2,,0,
1962,Doktor,,86456000,0,0,15,262990,287266,135541,82943,0,9,7,0,3/17/2013
1964,Sarjana,Cerai,62878000,,,70,8092,18207,10115,0,2,5,5,0,1/24/2014
1957,SMA,Rencana Menikah,111009229,0,1,32,15207,61596,3975,0,4,5,7,0,
1983,Magister,Sendiri,195138978,0,0,27,199341,1749927,208722,283105,0,5,11,0,
1969,Sarjana,Rencana Menikah,37591022,0,0,,1633,41180,3656,3229,3,2,1,0,
1969,Sarjana,Menikah,119858000,0,1,8,2023,382347,206346,345933,4,6,14,0,4/23/2013
1963,SMA,Rencana Menikah,164476456,0,0,73,40460,733016,257396,47596,0,3,10,0,
1991,SMP,Rencana Menikah,31531035,,0,23,4628,22712,17164,25256,2,3,1,0,
1958,Magister,Sendiri,,0,0,76,20753,135807,22972,5221,1,8,7,0,
1968,Sarjana,Rencana Menikah,119136127,0,1,27,16479,174421,8708,48378,1,6,8,0,
1983,Sarjana,Rencana Menikah,165130898,0,0,30,173940,902184,137031,194797,0,4,9,0,
1963,,Cerai,97062609,,,49,3144,26146,11027,5409,3,1,4,0,
1956,Sarjana,Menikah,151810341,0,1,70,163871,,158897,66767,3,10,6,0,
1970,Sarjana,Rencana Menikah,103611123,0,0,11,46085,560576,245214,86315,1,6,3,0,
1986,SMA,Menikah,165968518,0,0,20,184695,1251802,54730,264576,2,3,7,0,
1978,SMA,Menikah,111211000,0,1,23,107219,220507,171955,24276,2,2,6,0,5/17/2013
1969,Magister,Rencana Menikah,165704802,0,0,79,241241,1580271,85542,130971,0,7,8,0,
1950,Magister,Sendiri,125148757,0,1,30,4225,178954,13515,12572,2,5,9,0,
1977,Sarjana,Rencana Menikah,73731000,1,1,47,16184,2023,24276,0,1,1,,0,4/11/2014
1977,Magister,Sendiri,92801000,1,1,91,0,64736,0,10115,2,1,4,0,8/15/2012
1963,,Cerai,54872000,2,1,,6069,52598,26299,24276,5,2,4,0,1/24/2013
1962,Doktor,Cerai Mati,171161000,0,0,25,62713,1122765,135541,198254,2,5,12,0,4/2/2014
1988,Magister,Rencana Menikah,77435000,1,0,78,4046,265013,,46529,4,5,8,0,10/15/2012
1960,Sarjana,Rencana Menikah,136018730,0,1,36,40424,379179,36515,10874,2,7,9,0,
1972,Sarjana,Menikah,152645062,0,1,30,86149,382925,250353,,,9,10,0,
1954,Magister,Rencana Menikah,105090948,0,1,60,4046,145383,14942,1654,7,9,4,0,
1958,Sarjana,Rencana Menikah,175621236,0,0,19,72225,917887,349764,91409,0,1,14,0,
1976,Sarjana,Rencana Menikah,140988476,0,,45,102826,804331,52446,44966,0,6,5,0,
1954,Sarjana,Menikah,78133844,0,1,76,639,19693,4149,0,1,2,2,0,
1960,Magister,Sendiri,,0,0,73,,506380,263204,241256,3,8,4,,
1946,Doktor,Menikah,160174000,0,0,54,176001,908327,236691,93058,2,2,6,0,3/6/2013
1971,Magister,Menikah,87311000,1,1,55,2023,109242,,2023,1,5,4,0,4/23/2013
1947,Magister,Cerai,,0,1,84,91391,451199,8508,32368,2,11,4,0,
1960,Sarjana,,111025437,0,1,40,9408,50478,5276,1584,4,5,6,0,
1952,,Rencana Menikah,68205231,1,1,15,11961,20758,27880,16622,4,0,4,0,
1953,Sarjana,Rencana Menikah,106078498,0,1,62,2704,25438,1266,11089,0,0,2,0,
1973,,Rencana Menikah,150816634,0,0,12,156145,1457374,283127,168294,2,7,4,0,
1977,Sarjana,Rencana Menikah,42992814,1,0,62,6440,37983,3220,3220,3,0,1,0,
1968,Sarjana,Sendiri,100193610,0,1,34,6510,37518,6289,0,1,4,3,0,
1955,Magister,Rencana Menikah,158660138,0,0,47,141097,744467,72181,39274,4,8,9,0,
1979,Sarjana,Menikah,113032000,0,1,23,68782,216461,192185,68782,3,2,10,0,9/21/2013
1970,Doktor,Menikah,115850513,0,1,97,166236,,216574,155398,,3,9,0,
1963,Sarjana,,149004544,0,0,24,94222,288842,54604,21770,1,6,10,0,
1967,Sarjana,Menikah,114779373,0,0,,152574,290399,157887,114398,5,8,5,0,
1956,Sarjana,Menikah,139654799,0,0,79,120023,418203,97508,113932,2,7,9,0,
1977,Sarjana,Rencana Menikah,148399936,,0,74,86962,449956,25767,79357,1,4,4,0,
1970,Magister,,65522000,1,1,75,6069,34391,2023,8092,2,0,5,0,9/8/2013
1985,Magister,Menikah,165850682,0,0,39,148343,1003173,83090,69571,0,4,9,0,
1964,Magister,Sendiri,,0,0,35,0,125426,26299,28322,2,7,7,0,1/23/2013
1987,Sarjana,Sendiri,54944197,1,0,41,0,21907,2112,7912,0,2,2,0,
1972,Sarjana,Sendiri,129913133,0,0,49,30597,551015,29839,49816,4,2,8,0,
1970,Sarjana,Cerai,152416898,0,0,16,279804,661833,165730,115184,0,10,3,0,
1945,Doktor,Cerai Mati,172202000,0,0,47,386393,770763,309519,248829,0,5,5,0,4/4/2014
1961,Magister,Menikah,124604078,0,1,67,53165,659370,93479,77331,5,10,5,0,
1961,SMA,Rencana Menikah,164299161,0,0,71,56517,647897,281960,,0,3,10,0,
1969,Sarjana,Sendiri,104878529,0,0,44,23611,286005,120143,43322,0,3,2,0,
1973,Sarjana,Rencana Menikah,155146268,0,0,53,192416,734159,166011,160552,0,8,8,0,
1966,Sarjana,Sendiri,64551216,0,0,41,3650,0,,1612,0,0,3,0,
1983,Sarjana,Menikah,146149360,0,0,89,153117,872037,107206,206921,3,10,6,0,
1952,Magister,Menikah,78360774,1,0,34,5456,35690,1429,2041,5,1,0,0,
1990,SMP,Rencana Menikah,79873153,0,0,19,32089,,430142,149335,2,6,4,0,
1954,Magister,Rencana Menikah,125405000,0,1,35,0,,44506,,1,0,7,0,
1972,Sarjana,Menikah,150801246,0,0,85,169625,652640,120934,150872,2,9,7,0,
1971,Magister,Sendiri,99659000,1,0,53,20230,190162,6069,14161,3,6,4,0,4/26/2013
1959,,Rencana Menikah,150880669,0,0,16,,1392663,299185,275098,1,6,5,0,
1976,SMA,Rencana Menikah,119284829,0,1,26,89559,438008,43714,17955,,3,11,0,
1963,Sarjana,Menikah,78347338,1,1,57,1913,11728,4155,,1,2,2,0,
1973,,Sendiri,192259050,0,0,47,193438,1707471,166001,195013,0,6,8,0,
1961,Magister,Menikah,145734102,0,1,105,16120,157462,12305,29554,4,6,11,0,
1944,Doktor,5,113851181,1,0,42,14161,27044,,7791,1,0,0,0,
1973,Sarjana,Menikah,135944400,0,0,38,61980,330513,16184,31753,4,8,9,0,
1956,Magister,Cerai,136852645,0,0,85,103992,546355,71272,117308,1,10,4,0,
1973,SMA,Sendiri,100071090,0,0,21,10115,84982,8188,169,,3,2,0,
1963,Sarjana,Rencana Menikah,104858575,0,1,36,4797,33176,1907,6993,3,2,4,0,
1980,Sarjana,Sendiri,56477750,1,0,73,9667,176593,13319,0,2,3,2,0,
1973,SMA,Menikah,46951696,1,0,87,14023,43546,20641,274,2,2,4,0,
1965,Magister,Sendiri,100297251,0,1,45,3628,30313,4848,0,2,4,4,0,
1963,,Rencana Menikah,157450780,0,0,86,59787,834997,114063,68767,2,4,4,0,
1969,SMA,Sendiri,127918324,0,1,17,213261,159491,74589,12268,1,0,10,0,
1970,Sarjana,Menikah,155517746,0,1,62,26005,319251,72122,18500,0,2,5,0,
1982,SMA,Menikah,115187439,,0,55,57065,252126,66805,46336,5,6,4,0,
1960,Doktor,Sendiri,107782206,0,1,63,5702,10902,11350,14188,2,2,7,0,
1962,Sarjana,Menikah,125184202,0,1,90,,56987,0,,0,7,7,0,
1974,Sarjana,Rencana Menikah,134863000,0,0,28,200277,1668975,434945,147679,0,5,14,0,5/25/2013
1979,Sarjana,Sendiri,44705229,1,0,46,2224,8796,201,0,0,0,3,,
1960,SMA,Rencana Menikah,166993720,0,0,31,88719,1648732,340207,304467,0,7,11,0,
1979,,Rencana Menikah,53291000,1,0,3,12138,24276,8092,38437,4,0,3,0,9/29/2013
1947,Doktor,Rencana Menikah,107213000,0,1,77,8092,48552,2023,12138,1,0,4,0,4/10/2014
1978,Sarjana,Sendiri,78768599,1,0,86,7887,46714,,0,0,4,2,0,
1978,Sarjana,Menikah,161189315,0,0,29,242794,1157968,418068,43538,0,5,7,0,
1974,,Rencana Menikah,158911650,0,0,16,187160,1326121,102671,98806,0,2,6,0,
1958,Magister,Menikah,80149000,1,1,64,0,34391,2023,0,5,3,5,0,3/27/2014
1976,Sarjana,Sendiri,42583534,1,0,50,0,24825,19296,14524,2,0,3,0,
1975,Sarjana,Rencana Menikah,78447419,1,0,10,3051,30571,610,0,1,3,2,0,
1984,Sarjana,Sendiri,58555000,,0,94,14161,127449,14161,18207,2,,2,0,9/1/2012
1958,Doktor,Menikah,97412282,0,0,75,14749,45952,6162,5787,4,4,7,0,
1946,Magister,Rencana Menikah,158859378,0,0,49,139599,1312351,40716,317,3,6,8,0,
1971,Magister,Menikah,58606711,1,0,52,1565,17623,2937,0,2,0,2,0,
1978,Sarjana,Rencana Menikah,108386000,0,1,87,,157794,0,20230,0,11,,0,10/25/2012
1947,Magister,,190297639,0,0,80,79213,1218312,146649,74378,0,5,5,0,
1966,Sarjana,Cerai,62614498,0,0,55,2512,22613,13606,9071,2,2,,0,
1965,Sarjana,Rencana Menikah,131453839,0,,102,146776,223246,40093,91560,2,5,5,0,
1971,Sarjana,Menikah,101090000,1,1,11,0,46529,24276,8092,3,5,1,0,3/29/2014
1970,Magister,Sendiri,,1,0,1,8905,38766,1781,0,2,3,1,,
1979,SMA,Sendiri,76485000,1,0,56,18207,22253,6069,,1,3,2,0,
1970,Magister,Sendiri,79254026,0,0,0,9715,38860,,3599,2,3,0,0,
1976,Sarjana,Menikah,132485196,0,0,33,10288,127788,0,6173,0,10,,0,
1979,Sarjana,Rencana Menikah,87435000,1,0,34,8092,109242,0,4046,0,2,2,0,11/18/2013
1969,Sarjana,Sendiri,61753000,1,0,90,20230,34391,14161,22253,2,4,,0,6/14/2013
1988,SMA,Menikah,32100000,1,0,79,26299,20230,10115,34391,5,0,1,,5/10/2014
1981,Sarjana,Menikah,31598927,0,0,42,2097,5544,14610,8991,0,0,0,0,
1978,Sarjana,Rencana Menikah,165149726,0,0,37,334725,1445610,227993,,0,3,8,,
1963,Sarjana,Sendiri,46310360,,0,52,14248,42382,14248,31438,0,2,5,0,
1976,Sarjana,Menikah,45293952,1,0,7,15749,28178,16908,3323,2,1,2,0,
1957,Sarjana,Sendiri,138335222,0,0,32,80516,1011672,205464,138808,1,2,5,0,
1965,Doktor,Rencana Menikah,129081963,0,0,68,27020,497779,14473,29636,0,9,5,0,
1983,SMA,Rencana Menikah,114496463,1,0,39,115024,487382,20814,81275,7,8,9,0,
1976,Sarjana,Rencana Menikah,78587154,1,0,11,0,63546,5668,8097,1,3,1,0,
1966,Magister,Rencana Menikah,167827639,0,0,85,73519,1357411,100377,71628,2,4,3,0,
1970,Sarjana,Cerai,172433000,0,0,0,210392,,226576,382347,1,7,4,0,
1969,Sarjana,Rencana Menikah,158986066,0,0,41,123562,349825,65464,151418,0,0,7,0,
1968,SMA,Rencana Menikah,93465979,0,0,79,165667,396315,378641,267747,,8,4,0,
1945,Sarjana,Cerai,170029980,0,0,63,146935,1661274,147776,184982,0,4,4,0,
1982,SMA,Rencana Menikah,65969640,0,0,27,14129,6981,,11844,2,0,1,0,
1955,Doktor,Menikah,122639277,0,1,3,2872,59921,17237,13060,5,8,8,0,
1967,Sarjana,Sendiri,107216790,1,1,22,27622,217400,25255,28412,8,7,5,0,
1966,Doktor,Sendiri,131240449,0,0,50,41038,312304,25863,32793,3,5,6,0,
1982,Magister,Sendiri,,0,0,27,92603,1135041,99304,350012,1,1,5,0,
1964,Sarjana,Rencana Menikah,99204000,0,1,93,86989,137564,129472,28322,6,1,9,0,
1978,Sarjana,Rencana Menikah,161280978,0,0,42,,451048,275387,37596,3,2,6,0,
1949,Magister,Menikah,117009970,0,1,70,3,50587,8088,8088,0,4,3,0,
1983,Sarjana,Menikah,79412000,1,0,87,58667,184093,66759,10115,1,3,3,0,9/30/2013
1965,Sarjana,Sendiri,,0,0,67,179654,1815582,155657,155965,0,3,11,0,
1976,Sarjana,Rencana Menikah,41864157,1,0,80,10176,,4863,5435,1,0,2,0,
1956,Sarjana,Menikah,151692174,0,1,75,157601,356824,144424,77641,3,9,,0,
1985,Sarjana,Sendiri,190730542,0,0,66,144909,1908946,82066,42500,2,3,9,0,
1968,Sarjana,Menikah,135085091,,0,26,,558881,83351,24569,2,6,8,0,
1973,,Rencana Menikah,92281916,0,1,57,137375,287506,249047,198114,5,8,4,0,
1978,Sarjana,Rencana Menikah,54663000,1,0,43,10115,38437,4046,2023,,3,2,0,2/10/2013
1962,Sarjana,Sendiri,84447093,,0,8,4661,115765,11346,12365,2,3,4,0,
1966,Sarjana,Sendiri,110521000,0,1,59,2023,180047,52598,50575,1,9,9,0,8/21/2012
1961,Sarjana,Menikah,57528000,1,1,90,18207,28322,12138,,3,0,5,0,8/11/2013
1972,Sarjana,Menikah,50693866,1,0,55,3850,21795,8287,11202,1,4,2,0,
1976,Magister,Rencana Menikah,73228529,1,0,40,6119,3161,2031,133,0,0,3,0,
1948,SMA,Rencana Menikah,136345017,0,0,32,80118,714242,228120,222279,3,4,3,0,
1977,Sarjana,Rencana Menikah,78250460,1,0,12,1583,28516,316,0,1,3,2,0,
